country,year,age,data_id,sex,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
Argentina,2014,25-34 years,944,female,118,3227239,3.66,Millenials,"5,26,31,96,73,732",13400
Argentina,2014,35-54 years,943,female,196,5203634,3.77,Generation X,"5,26,31,96,73,732",13400
Argentina,2014,5-14 years,948,male,34,3655965,0.93,Generation Z,"5,26,31,96,73,732",13400
Argentina,2014,55-74 years,945,female,109,3454994,3.15,Boomers,"5,26,31,96,73,732",13400
Argentina,2014,75+ years,946,female,25,1323654,1.89,Silent,"5,26,31,96,73,732",13400
Argentina,2015,15-24 years,954,female,153,3394201,4.51,Millenials,"5,94,74,92,85,413",14981
Argentina,2015,25-34 years,956,female,114,3235582,3.52,Millenials,"5,94,74,92,85,413",14981
Argentina,2015,35-54 years,957,female,166,5301368,3.13,Generation X,"5,94,74,92,85,413",14981
Argentina,2015,5-14 years,960,female,19,3549219,0.54,Generation Z,"5,94,74,92,85,413",14981
Argentina,2015,55-74 years,955,female,125,3520779,3.55,Boomers,"5,94,74,92,85,413",14981
Argentina,2015,75+ years,958,female,27,1344980,2.01,Silent,"5,94,74,92,85,413",14981
Armenia,1990,15-24 years,966,male,10,272500,3.67,Generation X,"2,25,68,38,858",756
Armenia,1990,25-34 years,969,female,4,320700,1.25,Boomers,"2,25,68,38,858",756
Armenia,1990,35-54 years,965,female,15,358000,4.19,Silent,"2,25,68,38,858",756
Armenia,1990,55-74 years,967,female,6,224100,2.68,G.I. Generation,"2,25,68,38,858",756
Armenia,1990,75+ years,968,female,1,48900,2.04,G.I. Generation,"2,25,68,38,858",756
Armenia,1991,15-24 years,980,male,6,295300,2.03,Generation X,"2,06,85,26,522",640
Armenia,1991,25-34 years,974,male,20,313800,6.37,Boomers,"2,06,85,26,522",640
Armenia,1991,35-54 years,977,male,14,348500,4.02,Boomers,"2,06,85,26,522",640
Armenia,1991,55-74 years,975,female,11,247900,4.44,Silent,"2,06,85,26,522",640
Armenia,1991,75+ years,973,male,5,28800,17.36,G.I. Generation,"2,06,85,26,522",640
Armenia,1992,15-24 years,991,male,9,300300,3,Generation X,"1,27,25,77,456",385
Armenia,1992,25-34 years,988,male,15,312600,4.8,Boomers,"1,27,25,77,456",385
Armenia,1992,35-54 years,987,male,22,360400,6.1,Boomers,"1,27,25,77,456",385
Armenia,1992,55-74 years,986,male,15,215100,6.97,Silent,"1,27,25,77,456",385
Armenia,1992,75+ years,985,male,3,28200,10.64,G.I. Generation,"1,27,25,77,456",385
Armenia,1993,15-24 years,1003,male,7,304800,2.3,Generation X,"1,20,13,13,201",357
Armenia,1993,25-34 years,1004,female,6,335900,1.79,Boomers,"1,20,13,13,201",357
Armenia,1993,35-54 years,1000,male,25,371900,6.72,Boomers,"1,20,13,13,201",357
Armenia,1993,55-74 years,998,male,20,226400,8.83,Silent,"1,20,13,13,201",357
Armenia,1993,75+ years,997,female,6,53100,11.3,G.I. Generation,"1,20,13,13,201",357
Armenia,1994,15-24 years,1015,male,6,308300,1.95,Generation X,"1,31,51,58,670",387
Armenia,1994,25-34 years,1014,male,10,297000,3.37,Boomers,"1,31,51,58,670",387
Armenia,1994,35-54 years,1016,female,7,437100,1.6,Boomers,"1,31,51,58,670",387
Armenia,1994,5-14 years,1018,male,2,385400,0.52,Millenials,"1,31,51,58,670",387
Armenia,1994,55-74 years,1013,female,18,286000,6.29,Silent,"1,31,51,58,670",387
Armenia,1994,75+ years,1010,female,5,51700,9.67,G.I. Generation,"1,31,51,58,670",387
Armenia,1995,15-24 years,1030,female,3,303200,0.99,Generation X,"1,46,83,17,350",426
Armenia,1995,25-34 years,1023,male,21,289500,7.25,Generation X,"1,46,83,17,350",426
Armenia,1995,35-54 years,1022,male,32,395200,8.1,Boomers,"1,46,83,17,350",426
Armenia,1995,5-14 years,1031,male,1,388200,0.26,Millenials,"1,46,83,17,350",426
Armenia,1995,55-74 years,1021,male,29,242300,11.97,Silent,"1,46,83,17,350",426
Armenia,1995,75+ years,1024,male,2,28000,7.14,G.I. Generation,"1,46,83,17,350",426
Armenia,1996,15-24 years,1041,female,1,310200,0.32,Generation X,"1,59,69,68,913",458
Armenia,1996,25-34 years,1040,female,3,301500,1,Generation X,"1,59,69,68,913",458
Armenia,1996,35-54 years,1038,female,7,471200,1.49,Boomers,"1,59,69,68,913",458
Armenia,1996,5-14 years,1043,male,1,390300,0.26,Millenials,"1,59,69,68,913",458
Armenia,1996,55-74 years,1037,female,12,301900,3.97,Silent,"1,59,69,68,913",458
Armenia,1996,75+ years,1033,male,3,27900,10.75,G.I. Generation,"1,59,69,68,913",458
Armenia,1997,15-24 years,1051,male,4,327300,1.22,Generation X,"1,63,94,92,424",465
Armenia,1997,25-34 years,1049,male,9,282000,3.19,Generation X,"1,63,94,92,424",465
Armenia,1997,35-54 years,1046,male,26,426000,6.1,Boomers,"1,63,94,92,424",465
Armenia,1997,5-14 years,1054,male,1,389500,0.26,Millenials,"1,63,94,92,424",465
Armenia,1997,55-74 years,1045,male,21,246200,8.53,Silent,"1,63,94,92,424",465
Armenia,1997,75+ years,1048,male,1,28500,3.51,G.I. Generation,"1,63,94,92,424",465
Armenia,1998,15-24 years,1064,male,4,335100,1.19,Generation X,"1,89,37,26,437",532
Armenia,1998,25-34 years,1065,female,1,289300,0.35,Generation X,"1,89,37,26,437",532
Armenia,1998,35-54 years,1063,female,9,509800,1.77,Boomers,"1,89,37,26,437",532
Armenia,1998,5-14 years,1066,female,1,364600,0.27,Millenials,"1,89,37,26,437",532
Armenia,1998,55-74 years,1061,female,6,302000,1.99,Silent,"1,89,37,26,437",532
Armenia,1998,75+ years,1057,male,2,29600,6.76,G.I. Generation,"1,89,37,26,437",532
Armenia,1999,15-24 years,1074,male,6,344000,1.74,Generation X,"1,84,54,82,181",515
Armenia,1999,25-34 years,1073,male,6,279800,2.14,Generation X,"1,84,54,82,181",515
Armenia,1999,35-54 years,1071,male,22,464300,4.74,Boomers,"1,84,54,82,181",515
Armenia,1999,55-74 years,1072,female,9,296800,3.03,Silent,"1,84,54,82,181",515
Armenia,1999,75+ years,1070,female,3,56800,5.28,G.I. Generation,"1,84,54,82,181",515
Armenia,2000,15-24 years,1086,male,6,358000,1.68,Generation X,"1,91,15,63,665",530
Armenia,2000,25-34 years,1087,female,4,280400,1.43,Generation X,"1,91,15,63,665",530
Armenia,2000,35-54 years,1089,female,1,555300,0.18,Boomers,"1,91,15,63,665",530
Armenia,2000,55-74 years,1083,male,14,234300,5.98,Silent,"1,91,15,63,665",530
Armenia,2000,75+ years,1082,female,5,66500,7.52,G.I. Generation,"1,91,15,63,665",530
Armenia,2001,15-24 years,1098,male,4,361248,1.11,Millenials,"2,11,84,67,913",587
Armenia,2001,25-34 years,1102,female,1,279953,0.36,Generation X,"2,11,84,67,913",587
Armenia,2001,35-54 years,1101,female,3,563626,0.53,Boomers,"2,11,84,67,913",587
Armenia,2001,5-14 years,1099,male,3,337767,0.89,Millenials,"2,11,84,67,913",587
Armenia,2001,55-74 years,1097,female,4,289601,1.38,Silent,"2,11,84,67,913",587
Armenia,2001,75+ years,1095,female,4,66283,6.03,Silent,"2,11,84,67,913",587
Armenia,2002,15-24 years,1115,female,1,294739,0.34,Millenials,"2,37,63,35,048",788
Armenia,2002,25-34 years,1113,female,1,222943,0.45,Generation X,"2,37,63,35,048",788
Armenia,2002,35-54 years,1111,female,6,469992,1.28,Boomers,"2,37,63,35,048",788
Armenia,2002,5-14 years,1114,male,1,294209,0.34,Millenials,"2,37,63,35,048",788
Armenia,2002,55-74 years,1112,female,3,251856,1.19,Silent,"2,37,63,35,048",788
Armenia,2002,75+ years,1109,female,1,58553,1.71,Silent,"2,37,63,35,048",788
Armenia,2003,15-24 years,1125,male,1,300902,0.33,Millenials,"2,80,70,61,009",928
Armenia,2003,25-34 years,1121,male,10,210715,4.75,Generation X,"2,80,70,61,009",928
Armenia,2003,35-54 years,1119,male,21,423001,4.96,Boomers,"2,80,70,61,009",928
Armenia,2003,5-14 years,1124,male,1,283952,0.35,Millenials,"2,80,70,61,009",928
Armenia,2003,55-74 years,1118,male,14,194165,7.21,Silent,"2,80,70,61,009",928
Armenia,2003,75+ years,1120,female,3,62935,4.77,Silent,"2,80,70,61,009",928
Armenia,2006,15-24 years,1132,male,10,276127,3.62,Millenials,"6,38,44,51,606",2310
Armenia,2006,25-34 years,1137,female,2,215884,0.93,Generation X,"6,38,44,51,606",2310
Armenia,2006,35-54 years,1131,male,17,367346,4.63,Boomers,"6,38,44,51,606",2310
Armenia,2006,5-14 years,1138,male,1,221941,0.45,Millenials,"6,38,44,51,606",2310
Armenia,2006,55-74 years,1133,female,8,238745,3.35,Silent,"6,38,44,51,606",2310
Armenia,2006,75+ years,1135,female,2,78684,2.54,Silent,"6,38,44,51,606",2310
Armenia,2007,15-24 years,1149,female,3,288510,1.04,Millenials,"9,20,63,01,700",3366
Armenia,2007,25-34 years,1146,male,4,191561,2.09,Generation X,"9,20,63,01,700",3366
Armenia,2007,35-54 years,1147,female,8,444817,1.8,Boomers,"9,20,63,01,700",3366
Armenia,2007,5-14 years,1150,male,1,210620,0.47,Generation Z,"9,20,63,01,700",3366
Armenia,2007,55-74 years,1144,female,8,240998,3.32,Silent,"9,20,63,01,700",3366
Armenia,2007,75+ years,1148,female,1,79210,1.26,Silent,"9,20,63,01,700",3366
Armenia,2008,15-24 years,1159,male,3,317794,0.94,Millenials,"11,66,20,40,714",3829
Armenia,2008,25-34 years,1158,male,4,250190,1.6,Generation X,"11,66,20,40,714",3829
Armenia,2008,35-54 years,1156,female,10,477501,2.09,Boomers,"11,66,20,40,714",3829
Armenia,2008,5-14 years,1161,female,1,198065,0.5,Generation Z,"11,66,20,40,714",3829
Armenia,2008,55-74 years,1157,female,5,260264,1.92,Silent,"11,66,20,40,714",3829
Armenia,2008,75+ years,1153,male,7,46886,14.93,Silent,"11,66,20,40,714",3829
Armenia,2009,15-24 years,1168,male,5,259772,1.92,Millenials,"8,64,79,36,748",3215
Armenia,2009,25-34 years,1172,female,2,230582,0.87,Generation X,"8,64,79,36,748",3215
Armenia,2009,35-54 years,1167,male,17,351694,4.83,Boomers,"8,64,79,36,748",3215
Armenia,2009,55-74 years,1166,male,11,189632,5.8,Silent,"8,64,79,36,748",3215
Armenia,2009,75+ years,1165,male,8,50759,15.76,Silent,"8,64,79,36,748",3215
Armenia,2010,15-24 years,1187,female,2,270727,0.74,Millenials,"9,26,02,84,938",3460
Armenia,2010,25-34 years,1188,female,1,236851,0.42,Generation X,"9,26,02,84,938",3460
Armenia,2010,35-54 years,1185,female,5,427571,1.17,Generation X,"9,26,02,84,938",3460
Armenia,2010,5-14 years,1186,male,2,191722,1.04,Generation Z,"9,26,02,84,938",3460
Armenia,2010,55-74 years,1178,male,13,193100,6.73,Silent,"9,26,02,84,938",3460
Armenia,2010,75+ years,1177,male,6,52333,11.47,Silent,"9,26,02,84,938",3460
Armenia,2011,15-24 years,1194,male,7,245227,2.85,Millenials,"10,14,21,11,334",3798
Armenia,2011,25-34 years,1192,male,8,209914,3.81,Millenials,"10,14,21,11,334",3798
Armenia,2011,35-54 years,1190,male,23,341199,6.74,Generation X,"10,14,21,11,334",3798
Armenia,2011,55-74 years,1191,male,11,194982,5.64,Boomers,"10,14,21,11,334",3798
Armenia,2011,75+ years,1193,male,2,55565,3.6,Silent,"10,14,21,11,334",3798
Armenia,2012,15-24 years,1210,female,2,255088,0.78,Millenials,"10,61,93,20,049",3773
Armenia,2012,25-34 years,1208,female,4,259768,1.54,Millenials,"10,61,93,20,049",3773
Armenia,2012,35-54 years,1202,male,26,376743,6.9,Generation X,"10,61,93,20,049",3773
Armenia,2012,5-14 years,1211,male,1,192409,0.52,Generation Z,"10,61,93,20,049",3773
Armenia,2012,55-74 years,1209,female,4,273394,1.46,Boomers,"10,61,93,20,049",3773
Armenia,2012,75+ years,1201,male,5,56598,8.83,Silent,"10,61,93,20,049",3773
Armenia,2013,15-24 years,1220,male,2,243687,0.82,Millenials,"11,12,14,65,767",3957
Armenia,2013,25-34 years,1217,male,9,250487,3.59,Millenials,"11,12,14,65,767",3957
Armenia,2013,35-54 years,1218,male,13,370440,3.51,Generation X,"11,12,14,65,767",3957
Armenia,2013,5-14 years,1221,male,1,193754,0.52,Generation Z,"11,12,14,65,767",3957
Armenia,2013,55-74 years,1216,female,11,280566,3.92,Boomers,"11,12,14,65,767",3957
Armenia,2013,75+ years,1214,female,6,95093,6.31,Silent,"11,12,14,65,767",3957
Armenia,2014,15-24 years,1231,male,3,230760,1.3,Millenials,"11,60,95,12,940",4142
Armenia,2014,25-34 years,1229,male,6,253461,2.37,Millenials,"11,60,95,12,940",4142
Armenia,2014,35-54 years,1228,male,13,363362,3.58,Generation X,"11,60,95,12,940",4142
Armenia,2014,5-14 years,1233,female,1,171332,0.58,Generation Z,"11,60,95,12,940",4142
Armenia,2014,55-74 years,1227,male,12,224430,5.35,Boomers,"11,60,95,12,940",4142
Armenia,2014,75+ years,1225,male,9,60108,14.97,Silent,"11,60,95,12,940",4142
Armenia,2015,15-24 years,1243,female,3,212010,1.42,Millenials,"10,55,33,37,673",3775
Armenia,2015,25-34 years,1241,male,10,255540,3.91,Millenials,"10,55,33,37,673",3775
Armenia,2015,35-54 years,1240,male,15,356715,4.21,Generation X,"10,55,33,37,673",3775
Armenia,2015,55-74 years,1238,male,16,231213,6.92,Boomers,"10,55,33,37,673",3775
Armenia,2015,75+ years,1237,male,12,61355,19.56,Silent,"10,55,33,37,673",3775
Armenia,2016,15-24 years,1258,female,1,195422,0.51,Millenials,"10,54,61,35,160",3788
Armenia,2016,25-34 years,1257,female,2,277452,0.72,Millenials,"10,54,61,35,160",3788
Armenia,2016,35-54 years,1251,male,16,350633,4.56,Generation X,"10,54,61,35,160",3788
Armenia,2016,55-74 years,1250,male,16,237813,6.73,Boomers,"10,54,61,35,160",3788
Armenia,2016,75+ years,1249,male,12,61956,19.37,Silent,"10,54,61,35,160",3788
Aruba,1995,25-34 years,1260,male,4,7520,53.19,Generation X,"1,32,06,70,391",17949
Aruba,1995,35-54 years,1262,male,1,11895,8.41,Boomers,"1,32,06,70,391",17949
Aruba,1995,55-74 years,1261,male,1,4558,21.94,Silent,"1,32,06,70,391",17949
Aruba,1995,75+ years,1259,male,2,889,224.97,G.I. Generation,"1,32,06,70,391",17949
Aruba,1999,15-24 years,1272,male,2,5428,36.85,Generation X,"1,72,27,98,883",21027
Aruba,1999,25-34 years,1271,male,4,7031,56.89,Generation X,"1,72,27,98,883",21027
Aruba,1999,35-54 years,1273,male,3,13807,21.73,Boomers,"1,72,27,98,883",21027
Aruba,2000,25-34 years,1285,male,3,6828,43.94,Generation X,"1,87,34,52,514",22333
Aruba,2000,35-54 years,1286,male,2,14228,14.06,Boomers,"1,87,34,52,514",22333
Aruba,2000,75+ years,1283,female,2,1499,133.42,G.I. Generation,"1,87,34,52,514",22333
Aruba,2001,35-54 years,1295,male,4,14663,27.28,Boomers,"1,92,02,62,570",22317
Aruba,2002,15-24 years,1309,male,1,5938,16.84,Millenials,"1,94,10,94,972",21987
Aruba,2002,25-34 years,1308,male,2,6459,30.96,Generation X,"1,94,10,94,972",21987
Aruba,2002,35-54 years,1310,male,2,15082,13.26,Boomers,"1,94,10,94,972",21987
Aruba,2002,55-74 years,1307,male,4,6116,65.4,Silent,"1,94,10,94,972",21987
Aruba,2003,35-54 years,1319,male,2,15463,12.93,Boomers,"2,02,13,01,676",22345
Aruba,2004,15-24 years,1334,female,1,6650,15.04,Millenials,"2,22,82,79,330",24133
Aruba,2004,25-34 years,1333,male,1,6164,16.22,Generation X,"2,22,82,79,330",24133
Aruba,2004,35-54 years,1335,male,2,15784,12.67,Boomers,"2,22,82,79,330",24133
Aruba,2004,55-74 years,1332,male,3,6702,44.76,Silent,"2,22,82,79,330",24133
Aruba,2004,75+ years,1331,male,1,1136,88.03,Silent,"2,22,82,79,330",24133
Aruba,2005,15-24 years,1345,female,1,6843,14.61,Millenials,"2,33,10,05,587",24870
Aruba,2005,25-34 years,1346,female,1,7004,14.28,Generation X,"2,33,10,05,587",24870
Aruba,2005,35-54 years,1344,male,3,16011,18.74,Boomers,"2,33,10,05,587",24870
Aruba,2005,55-74 years,1347,female,1,8137,12.29,Silent,"2,33,10,05,587",24870
Aruba,2006,25-34 years,1355,male,4,5994,66.73,Generation X,"2,42,14,74,860",25622
Aruba,2006,35-54 years,1357,female,2,18297,10.93,Boomers,"2,42,14,74,860",25622
Aruba,2007,15-24 years,1369,male,1,6440,15.53,Millenials,"2,62,37,26,257",27672
Aruba,2007,25-34 years,1367,male,2,5935,33.7,Generation X,"2,62,37,26,257",27672
Aruba,2007,35-54 years,1368,male,3,16040,18.7,Boomers,"2,62,37,26,257",27672
Aruba,2007,55-74 years,1371,female,1,8952,11.17,Silent,"2,62,37,26,257",27672
Aruba,2008,25-34 years,1379,male,1,5849,17.1,Generation X,"2,79,19,60,894",29447
Aruba,2008,35-54 years,1381,male,1,15912,6.28,Boomers,"2,79,19,60,894",29447
Aruba,2008,55-74 years,1380,male,1,7959,12.56,Silent,"2,79,19,60,894",29447
Aruba,2009,25-34 years,1391,male,1,5729,17.46,Generation X,"2,49,89,32,961",26361
Aruba,2009,35-54 years,1392,male,2,15734,12.71,Boomers,"2,49,89,32,961",26361
Aruba,2009,55-74 years,1393,male,1,8291,12.06,Silent,"2,49,89,32,961",26361
Aruba,2010,35-54 years,1403,male,4,15543,25.74,Generation X,"2,46,77,03,911",25974
Aruba,2010,55-74 years,1404,male,2,8660,23.09,Silent,"2,46,77,03,911",25974
Aruba,2011,15-24 years,1418,male,1,6706,14.91,Millenials,"2,58,44,63,687",27066
Aruba,2011,25-34 years,1417,female,1,6264,15.96,Millenials,"2,58,44,63,687",27066
Aruba,2011,35-54 years,1416,male,3,15388,19.5,Generation X,"2,58,44,63,687",27066
Aruba,2011,55-74 years,1419,female,1,10536,9.49,Boomers,"2,58,44,63,687",27066
Australia,1985,15-24 years,1430,male,315,1355800,23.23,Generation X,"1,80,19,09,94,861",12374
Australia,1985,25-34 years,1428,male,357,1299100,27.48,Boomers,"1,80,19,09,94,861",12374
Australia,1985,35-54 years,1431,male,411,1906800,21.55,Silent,"1,80,19,09,94,861",12374
Australia,1985,5-14 years,1437,female,4,1231400,0.32,Generation X,"1,80,19,09,94,861",12374
Australia,1985,55-74 years,1429,male,282,1177400,23.95,G.I. Generation,"1,80,19,09,94,861",12374
Australia,1985,75+ years,1427,male,67,219000,30.59,G.I. Generation,"1,80,19,09,94,861",12374
Australia,1986,15-24 years,1443,male,296,1369000,21.62,Generation X,"1,81,97,74,76,217",12288
Australia,1986,25-34 years,1440,male,367,1317500,27.86,Boomers,"1,81,97,74,76,217",12288
Australia,1986,35-54 years,1442,male,487,1972000,24.7,Silent,"1,81,97,74,76,217",12288
Australia,1986,5-14 years,1450,female,1,1213900,0.08,Generation X,"1,81,97,74,76,217",12288
Australia,1986,55-74 years,1441,male,324,1211800,26.74,G.I. Generation,"1,81,97,74,76,217",12288
Australia,1986,75+ years,1448,female,23,405000,5.68,G.I. Generation,"1,81,97,74,76,217",12288
Australia,1987,15-24 years,1455,male,354,1383900,25.58,Generation X,"1,89,04,11,59,344",12564
Australia,1987,25-34 years,1452,male,374,1345900,27.79,Boomers,"1,89,04,11,59,344",12564
Australia,1987,35-54 years,1453,male,554,2031000,27.28,Silent,"1,89,04,11,59,344",12564
Australia,1987,5-14 years,1461,male,6,1264900,0.47,Generation X,"1,89,04,11,59,344",12564
Australia,1987,55-74 years,1454,male,328,1227000,26.73,G.I. Generation,"1,89,04,11,59,344",12564
Australia,1987,75+ years,1456,female,38,421200,9.02,G.I. Generation,"1,89,04,11,59,344",12564
Australia,1988,15-24 years,1465,male,366,1395800,26.22,Generation X,"2,35,69,99,41,793",15393
Australia,1988,25-34 years,1464,male,398,1375100,28.94,Boomers,"2,35,69,99,41,793",15393
Australia,1988,35-54 years,1467,male,532,2097100,25.37,Silent,"2,35,69,99,41,793",15393
Australia,1988,5-14 years,1473,male,6,1264700,0.47,Generation X,"2,35,69,99,41,793",15393
Australia,1988,55-74 years,1466,male,317,1240700,25.55,G.I. Generation,"2,35,69,99,41,793",15393
Australia,1988,75+ years,1463,male,93,256400,36.27,G.I. Generation,"2,35,69,99,41,793",15393
Australia,1989,15-24 years,1477,male,353,1399300,25.23,Generation X,"2,99,31,76,45,143",19223
Australia,1989,25-34 years,1476,male,406,1399000,29.02,Boomers,"2,99,31,76,45,143",19223
Australia,1989,35-54 years,1479,male,475,2156900,22.02,Silent,"2,99,31,76,45,143",19223
Australia,1989,5-14 years,1485,male,8,1273300,0.63,Generation X,"2,99,31,76,45,143",19223
Australia,1989,55-74 years,1478,male,309,1255100,24.62,G.I. Generation,"2,99,31,76,45,143",19223
Australia,1989,75+ years,1475,male,91,266900,34.1,G.I. Generation,"2,99,31,76,45,143",19223
Australia,1990,15-24 years,1489,male,374,1405900,26.6,Generation X,"3,10,83,80,14,621",19665
Australia,1990,25-34 years,1488,male,418,1415000,29.54,Boomers,"3,10,83,80,14,621",19665
Australia,1990,35-54 years,1491,male,549,2220600,24.72,Silent,"3,10,83,80,14,621",19665
Australia,1990,5-14 years,1497,male,5,1281300,0.39,Generation X,"3,10,83,80,14,621",19665
Australia,1990,55-74 years,1490,male,325,1266400,25.66,G.I. Generation,"3,10,83,80,14,621",19665
Australia,1990,75+ years,1487,male,87,276900,31.42,G.I. Generation,"3,10,83,80,14,621",19665
Australia,1991,15-24 years,1508,female,84,1354900,6.2,Generation X,"3,25,35,82,92,128",20320
Australia,1991,25-34 years,1500,male,427,1416500,30.14,Boomers,"3,25,35,82,92,128",20320
Australia,1991,35-54 years,1501,male,631,2279600,27.68,Boomers,"3,25,35,82,92,128",20320
Australia,1991,5-14 years,1510,female,3,1223100,0.25,Millenials,"3,25,35,82,92,128",20320
Australia,1991,55-74 years,1503,male,273,1282700,21.28,Silent,"3,25,35,82,92,128",20320
Australia,1991,75+ years,1499,male,114,287600,39.64,G.I. Generation,"3,25,35,82,92,128",20320
